ID,Name,Concepticon_ID,Concepticon_Gloss,Description
suffixtoverbbasesbebecauseofsomeoneorsomethingbeonaccountofsomeoneorsomethingbewithsomeoneorsomething,"(suffix to verb bases) ‘be ~ because of (someone or something), be ~ on account of (someone or something), be ~ with (someone or something)",,,
toothinsomecompounds,tooth (in some compounds),,,
smalllittletiny,"small, little, tiny ",,,
holloworconcaveobjectincounting,hollow or concave object (in counting),,,
thousandnumeralclassifier,thousand (numeral classifier),,,
causativeprefixprefixformingordinalnumerals,"causative prefix, prefix forming ordinal numerals",,,
sayitutterit,"say it, utter it",,,
annointherwithperfumedoil,annoint her with perfumed oil,,,
generalclassofalienableobject,general class of alienable object,,,
pathroadroutepathof,"path, road, route, path of",,,
no,no,,,
upperparttopsummiteasternside,"upper part, top, summit, eastern side",,,
useanalienableobject,use an alienable object,,,
basalticrock,basaltic rock,,,
placeintheskyworld,place in the sky world,,,
shoulderhisshoulder,"shoulder, his shoulder",,,
undercookedraw,"undercooked, raw",,,
hiscookedfoodtoeat,his cooked food (to eat),,,
atreecordiasubcordata,a tree (_Cordia subcordata_),,,
aimmakeanalignmentaswithpostsorplants,"aim, make an alignment (as with posts or plants)",,,
aimatlinesomethingupalign,"aim at, line (something) up, align",,,
personpersonof,"person, person of",,,
whitetern,white tern,,,
spofpompanofishpompanofishof,"sp. of pompano fish, pompano fish of",,,
coconutcreamcoconutcreamforafood,"coconut cream, coconut cream for (a food)",,,
itsuppersideabovehim,"its upper side, above him",,,
doorwayentrancegateway,"doorway, entrance, gateway",,,
handlequickly,handle quickly,,,
snatchtakeinhandroughly,"snatch, take in hand roughly",,,
catchfishbymeansofastonefishtrap,catch fish by means of a stone fish trap,,,
takeinhandslowly,take in hand slowly,,,
takewithoutpermission,take without permission,,,
worktoohardworktothepointofcollapse,"work too hard, work to the point of collapse",,,
handleathingbadlyorclumsily,handle a thing badly or clumsily,,,
beadept,be adept,,,
work,work,,,
putsomeonetowork,put (someone) to work,,,
workwithoutpay,work without pay,,,
takesomethinginhandtakeholdof,"take (something) in hand, take hold of",,,
handuphaveinhandreachingup,"hand up, have in hand reaching up",,,
foreheadbrowhisforehead,"forehead, brow, his forehead",,,
freshwaterliquid,"fresh water, liquid",,,
toflybeflyingasabird,"to fly, be flying (as a bird)",,,
bloodbebloody,"blood, be bloody",,,
slowlate,"slow, late",,,
quaketremorquakeofshakeshivertremble,"quake, tremor, quake of, shake, shiver, tremble",,,
strandtree,strand tree,,,
kindofpompanofish,kind of pompano fish,,,
bewarpedorbentbyfire,be warped or bent by fire,,,
heavyheavinessangry,"heavy, heaviness, angry",,,
wet,wet,,,
topossesshimherofaspirit,to possess him/her (of a spirit),,,
shadeshadowrepresentingapersonsbadsoul,"shade, shadow (representing a person's bad soul)",,,
stateofbeing,state of being,,,
kindofsmallsharpcoral,"kind of small, sharp coral",,,
handnetconstellationcoronaborealismonthname,"hand net, constellation Corona borealis, month name",,,
belovedcherished,"be loved, cherished",,,
givevoiceutter,"give voice, utter",,,
headhishead,"head, his head",,,
divinationbybendingbreakingthemidribofacoconutleafletbackandforthacrossthepalmofoneshand,divination by bending (breaking) the midrib of a coconut leaflet back and forth across the palm of one's hand,,,
nodthehead,nod the head,,,
tiptheheadbacklookupintheair,"tip the head back, look up in the air",,,
haveasty,have a sty,,,
styoftheeye,sty of the eye,,,
betiredwearyfromwork,"be tired, weary (from work)",,,
divineforit,divine for it,,,
curvearchbow,"curve, arch, bow",,,
bebeginasavocalization,be begin (as a vocalization),,,
pressingweigheddown,"pressing, weighed down",,,
meetcometogether,"meet, come together",,,
catchfishwithanet,catch (fish) with a net,,,
meetencounterorjoinhimher,"meet, encounter, or join him/her",,,
genitalshisgenitals,"genitals, his genitals",,,
widthofflatobjects,width (of flat objects),,,
broad,broad,,,
narrow,narrow,,,
widebroad,"wide, broad",,,
darkblack,"-dark, black",,,
verydarkjetblack,"very dark, jet black",,,
groupmemberofgroup,"group, member (of group)",,,
beheavilypopulated,be heavily populated,,,
bonyskinny,"bony, skinny",,,
hesheitsubjectmarkerbeforehighvowel,"-he, she, it (subject marker) (before high vowel)",,,
oneprefixedtoclassifiers,one (prefixed to classifiers),,,
behonesttruthful,"be honest, truthful",,,
pemphistreeorshrubpemphistreeof,"Pemphis tree or shrub, Pemphis tree of",,,
coconutcrab,coconut crab,,,
thisnearpersonaddressedandspeakerornexttocomeup,this (near person addressed and speaker or next to come up),,,
pullonalineasinfishing,pull on a line (as in fishing),,,
northtradewindseason,"north, trade wind season",,,
duenorthnorthwind,"due north, north wind",,,
pullonaline,pull on (a line),,,
windingthewarpthreads,winding the warp threads,,,
windblowing,"wind, blowing",,,
beardwhiskersmustachehisbeard,"beard, whiskers, mustache, his beard",,,
leeplatformleeplatformof,"lee platform, lee platform of",,,
bottombuttend,"bottom, butt end",,,
hairoilhisherhairoil,"hair oil, his/her hair oil",,,
anointhimherwithoilorperfume,anoint him/her with oil or perfume,,,
betiredofdoingsomething,be tired of doing something,,,
gallbladder,gallbladder,,,
lethrinidfishgoodeatingfishof,"lethrinid fish (good eating), fish of",,,
poleforcarrying,pole for carrying,,,
matrilinealclanorsibclanof,"matrilineal clan or sib., clan of",,,
givingbirthparturitiondelivery,"giving birth, parturition, delivery",,,
pertainingtothesoleofthefoot,pertaining to the sole of the foot,,,
hisundersideorunderhimundersideofunder,"his underside or under him, underside of, under",,,
pandanuspandanusof,"pandanus, pandanus of",,,
coreofabreadfruititscore,"core of a breadfruit, its core",,,
nestitsnest,"nest, its nest",,,
eyebrow,eyebrow,,,
tostringitonaline,to string it on a line,,,
stonerockcoralglobularobjectasclassifier,"stone, rock, coral, globular object (as classifier)",,,
asmallneedlefishneedlefishof,"a small needlefish, needlefish of",,,
lungs,lungs,,,
windwardplatformwindwardplatformof,"windward platform, windward platform of",,,
spongycoreofripecoconut,spongy core of ripe coconut,,,
behandedover,be handed over,,,
thinghandedovergift,"thing handed over, gift",,,
handorgiveaway,hand or give away,,,
mutual,mutual,,,
awayfromeachother,away from each other,,,
dowhat,do what,,,
taboorestrictedengageinworship,"taboo, restricted, engage in worship",,,
afishepibulusinsidiator,a fish (_Epibulus insidiator_),,,
speciesofstingray,species of stingray,,,
kickwiththesoleofthefoot,kick with the sole of the foot,,,
bestrungoffish,be strung (of fish),,,
stringof,string of,,,
towardoneanothertogether,"toward one another, together",,,
stingraystingrayof,"stingray, stingray of",,,
scissorscameratriggerbecutsnippedorsnappedofapicture,"scissors, camera trigger, be cut, snipped, or snapped (of a picture)",,,
bechosen,be chosen,,,
abraidbebraided,"a braid, be braided",,,
braidit,braid it,,,
thornthornof,"thorn, thorn of",,,
instructcorrectadmonishsomeone,"instruct, correct, admonish (someone)",,,
makingmanufactureproductionmakeofaplace,"making, manufacture, production, make of (a place)",,,
coldbecold,"cold, be cold",,,
beplanted,be planted,,,
flashthrowasparkoflightningelectricity,"flash, throw a spark (of lightning, electricity)",,,
domutually,do mutually,,,
togowithoraccompanysomeone,to go with or accompany (someone),,,
stripofpandanuscoconutorotherpalmleafpreparedforplaitingmats,"strip of (pandanus, coconut, or other palm leaf prepared for plaiting mats",,,
becontinuallysnipping,be continually snipping,,,
snipitcutitwithscissorssnapitofaphotograph,"snip it, cut it (with scissors), snap it (of a photograph)",,,
seventy,seventy,,,
totransferfiretosomethingsetsomethingafire,"to transfer fire to (something), set (something) afire",,,
flashingsparklinglightningradiancetobeflashingasalightorlightning,"flashing, sparkling, lightning, radiance, to be flashing (as a light or lightning)",,,
chooseitselectit,"choose it, select it",,,
abraidtobraid,"a braid, to braid",,,
howmany,how many,,,
gowithhimheraccompanyhimherattenditjoinit,"go with him/her, accompany him/her, attend it, join it",,,
staywithoneanotherconstantly,stay with one another constantly,,,
bemuchtalkedaboutbefamous,"be much talked about, be famous",,,
blowonesnose,blow one's nose,,,
fleshfleshofbefleshy,"flesh, flesh of, be fleshy",,,
goinacircle,go in a circle,,,
acircleringtotalkroundasubject,"a circle, ring, to talk round a subject",,,
mantaray,manta ray,,,
walkingmovementcourseprogresswalkproceedgoingonandonasverbalsuffix,"walking, movement, course, progress, walk, proceed, going on and on (as verbal suffix)",,,
lowerheaven,lower heaven,,,
kickit,kick it,,,
evening,evening,,,
churchworship,church worship,,,
thenumberfour,the number four,,,
meetinghousemeetinghouseof,"meeting house, meeting house of",,,
chills,chills,,,
bebruisedbleed,"be bruised, bleed",,,
anyinstrumentusedtostrikeathornorsharpobjectandcauseittopuncture,any instrument used to strike a thorn or sharp object and cause it to puncture,,,
advisecorrectscoldhim,"advise, correct scold him",,,
inhabitedland,inhabited land,,,
pricktattoo,"prick, tattoo",,,
tocallorspeakthenameofsomeonetotalkaboutsomeonepositively,"to call or speak the name of (someone), to talk about (someone) positively",,,
spokenofknownfor,"spoken of, known for",,,
thingplaitedbyher,thing plaited by her,,,
plaitingdoplaitingbeplaited,"plaiting, do plaiting, be plaited",,,
stony,stony,,,
tiebind,"tie, bind",,,
deedactionhisdeed,"deed, action, his deed",,,
doitmakeit,"do it, make it",,,
loveofforhimorher,love of/for him or her,,,
wakehimup,wake him up,,,
arousefromsleepwakesomeoneup,"arouse from sleep, wake someone up",,,
toembrace,to embrace,,,
embracehimstranglehimhanghimbytheneck,"embrace him, strangle him, hang him by the neck",,,
thingplantedbysomeone,thing planted (by someone),,,
planting,planting,,,
plantedit,planted it,,,
pohnpeiisland,Pohnpei Island,,,
regionofslightlyhigherfairlylevelgroundbackfromtheshore,"region of slightly higher, fairly level ground back from the shore",,,
starstarof,"star, star of",,,
nolongerproductiveusedwithdemonstratives,"(no longer productive, used with demonstratives)",,,
herebyme,here (by me),,,
atplace,at place,,,
herenearus,here (near us),,,
therebyyou,there (by you),,,
thereyonder,there yonder,,,
therenotfarfromus,there (not far from us),,,
thereoutofsightinthepast,"there (out of sight, in the past)",,,
toheadtendhaveacourseasthewindoraboat,"to head, tend, have a course (as the wind or a boat)",,,
headortenddownorwest,head or tend down or west,,,
headortendhither,head or tend hither,,,
headortenduporeast,head or tend up or east,,,
bamboobambooof,"bamboo, bamboo of",,,
fishfishof,"fish, fish of",,,
househishouse,"house, his house",,,
motherhismother,"mother, his mother",,,
hesheitindependentpronoun,"he, she, it (independent pronoun)",,,
anyfishthatcanbecaughtatnight,any fish that can be caught at night,,,
acquireahouse,acquire a house,,,
useorliveinahouse,use or live in a house,,,
bedockedbroughttoland,"be docked, brought to land",,,
dorsalfin,dorsal fin,,,
itsfinofafish,its fin (of a fish),,,
youngshootcountingclassifier,young shoot (counting classifier),,,
thirty,thirty,,,
offspringscion,"offspring, scion",,,
ridgeedge,"ridge, edge",,,
deposititstoreitputitaway,"deposit it, store it, put it away",,,
bedepositedstoredputaway,"be deposited, stored, put away",,,
topressdown,to press down,,,
topressorweighdownonsomething,to press or weigh down on (something),,,
pressweighdown,"press, weigh down",,,
pointbetowardface,"point, be toward, face",,,
pointaway,point away,,,
pointorfacetowardssomething,point or face towards (something),,,
directioninwhichsomethingfacesortowhichitpoints,direction in which something faces or to which it points,,,
richorfattytasterichtasteof,"rich or fatty taste, rich taste of",,,
whereitswhereabouts,"where?, its whereabouts",,,
boundaryboundaryof,"boundary, boundary of",,,
ringasabellcawasabirdbreakasavoiceinspeakingsoundofringing,"ring (as a bell), caw (as a bird), break (as a voice in speaking), sound of ringing",,,
converse,converse,,,
bewonttobeinthehabitofbeoneslottohappento,"be wont to, be in the habit of, be one's lot to, happen to",,,
talkaloud,talk aloud,,,
vocativehonorific,(vocative honorific),,,
beliftedmoved,"be lifted, moved",,,
pertainingtoshellfishorothermarinelife,pertaining to shell fish or other marine life,,,
shell,shell,,,
becutseparatedsegmentedpickedoffruit,"be cut, separated, segmented, picked (of fruit)",,,
acutcutwoundbecutorwounded,"a cut, cut wound, be cut or wounded",,,
kindofmatmadeofcoconutleaveswithmidribsdownthemiddleofthematmatoftobemadeofsuchmatting,"kind of mat (made of coconut leaves with midribs down the middle of the mat, mat of, to be made of such matting",,,
cutitdivideitpickit,"cut it, divide it, pick it",,,
partitiondivisionsection,"partition, division, section",,,
strongfirmsteady,"strong, firm, steady",,,
plaitedpandanusmatmatof,"plaited pandanus mat, mat of",,,
outriggerboom,outrigger boom,,,
pluralprefixfordemonstrativepronouns,plural prefix for demonstrative pronouns,,,
speechtalkutterancelanguagetospeaksaytalkspeakof,"speech, talk, utterance, language, to speak, say, talk, speak of",,,
benearclose,"be near, close",,,
beburntscorched,"be burnt, scorched",,,
sharp,sharp,,,
beanointedperfumed,"be anointed, perfumed",,,
tiethatchtorafters,tie thatch to rafters,,,
thatchittiethatchtoit,"thatch it, tie thatch to it",,,
movechangelocation,"move, change location",,,
dull,dull,,,
underarmhairhisunderarmhair,"underarm hair, his underarm hair",,,
bepulledbackofforeskin,be pulled back (of foreskin),,,
befastbequickhurry,"be fast, be quick, hurry",,,
hurryaway,hurry away,,,
hurryhither,hurry hither,,,
callcryshout,"call, cry, shout",,,
bescraped,be scraped,,,
sandorscrapesmoothbesandedorscraped,"sand or scrape smooth, be sanded or scraped",,,
calltoshoutto,"call to, shout to",,,
itchscratchanitch,"itch, scratch an itch",,,
torollorberolledonthethighoffibers,to roll or be rolled on the thigh (of fibers),,,
biteit,bite it,,,
bitebewonttobite,"bite, be wont to bite",,,
shorthairsontopofforeheadespeciallyofwomen,short hairs on top of forehead (especially of women),,,
cloudcloudof,"cloud, cloud of",,,
holdorswishitinthemouthofliquid,hold or swish it in the mouth (of liquid),,,
holdorswishafluidinthemouth,hold or swish a fluid in the mouth,,,
beextinguishedgooutoffirestovelamp,"be extinguished, go out (of fire, stove, lamp)",,,
extinguishit,extinguish it,,,
extinguishing,extinguishing,,,
coverletorcoverofwovenmaterialsheetblankethercoverlet,"coverlet or cover of woven material, sheet, blanket, her coverlet",,,
growingtipofatree,growing tip of a tree,,,
torollortwistfiberstogether,to roll or twist (fibers) together,,,
babyuptothreemonths,baby (up to three months),,,
catchfirebelitofafireglowofacoal,"catch fire, be lit (of a fire), glow (of a coal)",,,
pullitbackoftheforeskincircumcize,"pull it back (of the foreskin), circumcize",,,
louseorflealouseof,"louse or flea, louse of",,,
speciesofsmallbassfish,species of small bass fish,,,
burnitscorchit,"burn it, scorch it",,,
octopus,octopus,,,
porpoiseporpoiseofaconstellationofstars,"porpoise, porpoise of, a constellation of stars",,,
beashamed,be ashamed,,,
bethickofflatobjects,be thick (of flat objects),,,
firmhardreadytopickbutnotyetfullyripe,"firm, hard, ready to pick but not yet fully ripe",,,
lifehealthbealive,"life, health, be alive",,,
moonmonth,"moon, month",,,
deepseaopensea,"deep sea, open sea",,,
thestarsiriusorprocyonnameofasiderealmonth,"the star Sirius or Procyon, name of a sidereal month",,,
bebecalmedadrifttodrift,"be becalmed, adrift, to drift",,,
livingcreaturelivingcreatureofonelivingcreature,"living creature, living creature of, one living creature",,,
driftaway,drift away,,,
preservedbreadfruitpreservedbreadfruitofsomekindorplace,"preserved breadfruit, preserved breadfruit of (some kind or place)",,,
eyefacehiseyeeyeof,"eye, face, his eye, eye of",,,
treelessplacefieldopenareawithoutshade,"treeless place, field, open area without shade",,,
veryriperottenstink,"very ripe, rotten, stink",,,
