PPC	*adoola	‘variety of sweet-husked coconut palm’	Chk atoon, ótoon; Pul yótool, yótoolá-(n); Crl atool; Wol atoole; PCk *adoola; Pon adool	Cf. Yap waqthoel, waqtoel, waqtool ‘a type of tree’.		
PPC	*(ka)-maarek[ae]	‘any of several species of fern with alternating leaves’	Chk ámááre; Mrt amáárá; Pul yámááre; Crl ámááre; Wol gemaarage; Uli hamarakh |(Bender et al. 1984); PCk *kamaarek[ae]; Pon maarɛk.			
PPC	*mac[ae]-raki	‘easy’	Chk meche-res ‘e., not difficult’, meche-resi-(iti) ‘be e. for, go easily to’, (e)-meche-resi ‘make it e.’; Mrt músha-rék; Pul meRe-rák; Crl meshe-rágh ‘be e., simple’; Crn meRee-rág (sic) ‘be e., simple’; Stw mere-Rak (showing metathesis); Wol mashe-ragi ‘e., free from trouble, not strict’; Uli mece-rág; PCk *mac[ae]-raki; Pon matamat ‘pliable, resilient’, matɛ-rɛk ‘supple, limber, easily persuaded, lucky’; Mok mas-rek ‘do well in things’.			
PPC	*madiiñV	‘a lethrinid fish’	Chk metiin; Pul metiin ‘porgy (Lethrinus variegatus)’; PCk *madiin; Pon mɛdi ‘a snapper (Lethrinus lentjan)’.			
PPC	*malú, malúmalú	‘to storm, wind storm, typhoon’	Chk mén ‘blow, be windy’, ménúmén ‘severe s.’, (puu-nu)-mén ‘t., hurricane’; Mrt mɛlúmɛl; Pul málemál; Crl malúmal; Stw málimál; Wol malúmelú; PCk *malú, malúmalú; Pon mɛlimɛl; Mok melmel; Png melimel.			See also Marck (1994:311) PMc *malumalu ‘wind storm’.
PPC	*maŋarú	‘flying fish’	Chk méŋér, méŋérú-(n), meŋer ‘f. f., f. f. of’; Mrt méŋár; Pul méŋar; Crl maŋar, meŋar; Wol meŋarú; PuA maŋalú; Sns meŋalú; PCk *maŋarú; Pon mɛŋɛr; Mok mɔŋɔr.			
PPC	*maúlú	‘the star Vega’	Chk méén ‘the s. V., a sidereal month’; Pul méél V., a sidereal month’; Crl méél; Stw méél; Wol méélú; PuA maúnú ‘sidereal month equated with November’; PCk *maúlú; Pon meel			(Bender et al. 1984).
PPC	*meafi	‘feel, sense’	Chk meefi ‘f. it, s. it, be aware of it’, meefi, meefiya-(n) ‘feeling, sensation, values, sentiments, his feeling’; Pul meefi ‘f., hear, see, appreciate, understand’; Crl meefi ‘to f. (s.t. through touching), to have a belief or feeling about (s.t.), feelings, state of health’; Wol meyafi ‘to f., perceive by physical sensation’, meyafi-(i) ‘f. it’; PCk *meafi; Pon peem |(<meep) ‘f., think, s.’; Mok pɔɔm ‘f., have a feeling’.			
PPC	*mwakarikari	‘Pleiades’	Chk mweeriker; Pul mwariker (sic); Crl mwáárikár; Stw mweriker (sic); Wol mwegarigeri; Pon mwakɛrɛkɛr.			
PPC	? *mwakú	‘a strand tree (Pisonia grandis)’	Chk mwaak, #mwakke-(n) ‘P. t., t. of’; Mrt mwéék; Pul mwéék, #mwééka-(n); Crl mwéégh, mwáágh; Stw mwéék; Wol mwéégú, mwégú-; PuA mwaaki, mwaki-; PCk ? *mwakú; Pon mweek ‘a t. (Glochidion ramiflorum)’.	Cf. Mok mees ‘tree sp.’ |(Bender et al. 1984 ‘P. grandis’); Mrs kahŋal ‘P. grandis’.		
PPC	*mwano, mwano-ki	‘covered, hidden’	Chk mw ón, mw ónómw ón ‘be c., sheltered, secret, h.’, mwónó-(nó) ‘disappear’; Pul mwóno-(ló) ‘disappear’; Crl móló-(ló) ‘be c. from the elements, be h. away’; Crn móna(ló) ‘be c. from the elements, be h. away’; Wol mwalo ‘to hide, hiding’, mwalo-gi-(i) ‘hide behind it’; PuA mwano ‘to hide, disappear’; Pon mwɔno-k ‘to peep at’.			
PPC	*mwa-ŋereŋere	‘rough (of surface)’	Chk mwa-ŋereŋer ‘be tiny and profuse (as of fine print or very fine weaving)’; Pul mwa-ŋereŋer, mó-ŋereŋer (sic) ‘kinky hair, be kinky-haired’; Crl mwe-ŋereŋer ‘have a r. surface (as sandpaper or tree bark)’; Wol mwa-ŋereŋere ‘be curly, kinky (of hair)’; PCk *mwa-ŋereŋere; Pon mwa-ŋɛrɛŋɛr ‘spotted, splotched’.	Cf. Mok mwaŋayŋay ‘be r. (of a surface)’.		
PPC	? *mwarekiy[ae]	‘rainbow’	Chk mwáresi, mwárisi ‘r.’, (énúú-n) mwárisi ‘god of the r. (associated with war, navigation, and causing illness in small children)’; Mrt (anúú-n) mwarasɛ ‘storm with small wind’; Pul (yanú)-mwarehiy ‘r., name of a god’; Crn (anúú)-mwarahi ‘r.’; Stw mwáresi ‘r.’; Wol (yalúú-li)-mwmwaregiye ‘a kind of sickness’; PCk ? *mwarekiy[ae]; Pon (naan)-mwarki ‘rank of highest chief in one of two title lines’.	See also Chk resiim, resiime-(n) ‘r., r. of (god of rainbow was god of war)’.		Cf. Marck (1994:311) PCk *m’arakii. 
PPC	*mweyi	‘skin rash or blemish’	Crl mweey ‘form of s. r.’; Pon mwey ‘spot, stain’; Mok wey ‘mark on the body, freckle, birth mark’.			
PPC	*mwoco, mwocomwoco	‘short’	Chk mwoch, mwochomwoch ‘s., abbreviated, temporary’; Mrt mwosh; Pul mwoRomwoR; Crl mwoshomwoosh; Crn mwoRomwoR; Wol mwmwosho ‘be s., brief’, mwoshomwosho ‘be s., severed, cut s.’; PuA mwoso; PCk *mwoco, mwocomwoco; Pon mwotomwot ‘s.’, mwot-(koloy) ‘very s.’; Mok mwosmwos.	Cf. Kir kimwototo ‘s.’, kimwotoitoi ‘very s.’; Ksr fototo ‘s., brief, curt’.		
PPC	*nekú, nekúnekú	‘store, put away’	Chk núkú-(ú-w) ‘put it away, store it, put it in safe place’; Pul nékú ‘put away for safekeeping’; Crl léghélegh ‘keep s.t. of value in a well-concealed place’; Crn négénég ‘keep s.t. of value in a well-concealed place’; PCk *nekúnekú; Pon nekinek, neki-d ‘to store, put away’; Mok neki-d ‘to save, keep (s.t.)’.	Cf. Saa ne’i and Ula no’i ‘to place, put’. @Cf. Mrs llik ‘put, deposit’.	Cf. also PCk *nekú, nnekú, nekúnekú ‘tight’.	
PPC	*ŋúd[iú]	‘congested, tightly packed’	Chk ŋút ‘be c., stopped up, stuffed up (of nose, pipe, hose)’, ŋútú-(chchar) ‘tightly stuffed or c.’, (é)-ŋútú ‘cause to be tightly fitted’; Pul ŋút ‘be p. full’, (ya)-ŋútú-(w) ‘pack it full’, (ya)-ŋúti-(ló) ‘pack completely full’; Crl ŋút, ŋútú-(ló) ‘be c., blocked up (of nose)’; Wol ŋútú ‘be full, p., filled up, c.’, ŋŋit ‘be compact, closely and firmly packed’, ŋiti-i-(ye) ‘compact it, fill it tightly’; PCk *ŋúd[iú]; Pon ŋidiŋid ‘adherent, cohesive, gummy, sticky’; Mok ŋid ‘crowded, jammed, stuffed’.	Cf. Mrs ŋiŋ ‘p. solid, firm, compacted’.	Cf. also PCk *ŋúdú, ŋŋúdú ‘strong, resistant’ (perhaps same root) and PCk *ŋúTú, ŋŋúTú-, ŋúTú-ri‘to snort, blow one's nose’.	
PPC	*ŋúnúŋúnú, mwa-ŋúnúŋúnú	‘whisper’	Chk ŋúnúŋún, mwé-ŋúnúŋún ‘whisper, talk in a soft voice’, ŋúnúŋúnú-(ŋŋaw) ‘grumble, mutter, complain’; Pul (ma)-ŋúnúŋún ‘to w.’; Crl (mwó)-ŋúlúŋúl ‘to w., speak softly’; Crn (mó)-ŋúnúŋún ‘to w., speak softly’; Wol ŋúlúŋúlu, ŋŋúlúŋúlu ‘to w., talk under one's breath’; PCk *ŋúnúŋúnú, mwa-ŋúnúŋúnú; Pon (mwɛ)-ŋiniŋin ‘to w.’; Mok (mwe)-ŋinŋin ‘to w.’; PEO *ŋunu (Lau ŋunu ‘to murmur, w.’).	Cf. Kwa ŋulu ‘to whisper’, (kwai)ŋudu-fi ‘w. to one another’.		
PPC	*ŋúŋú, ŋú-di	‘chew and suck (as sugarcane)’	Chk ŋŋúúŋ <*ŋúŋú, ŋúŋŋú ‘be chewing and sucking (as on sugarcane)’, ŋú-ti ‘c. and s. it’, ŋú-ta-(n) ‘his thing to c. and s.’; Pul ŋú-ti(y) ‘c. and s. it’, ŋú-ta-(n) ‘his thing to c. and s.’; Crl ŋúúŋ ‘to c. (as betel nut or sugar cane)’, ŋúti ‘c. it’, ŋú-ta-(l) ‘his thing to chew’; Wol ŋúŋú (sic) ‘to c. (betel)’, ŋú-ti-i ‘c. it’; PuA ŋúúŋú ‘chew, bite’, ŋúú-tú ‘c. (sugar cane, etc.)’; PCk *ŋúŋŋú, ŋú-di-, ŋú-da-; Pon (ka)-ŋi-d ‘c. into fine particles’; Mok ŋidŋid ‘c. to extract juice’, ŋi-d ‘c. (s.t.)’.	Cf. PWMP *ŋutŋut ‘suck, pull at with the lips’ |(Blust 1982-4:88) @PAn ŋitŋit ‘gnaw’ |(Blust 1989:154).		
PPC	*paa-	‘condition of being’	Chk paa- ‘condition, state of being’, pa-(chchaw) ‘be in a hurry’; Pul paa-(chchaw ‘be in a hurry’; Wol paa- ‘shape, condition, size’, paa-(shig) ‘thin, thinness’; PCk *paa-; Pon paa-(tow) ‘disappointed, sorrowful’ (lit. ‘heavy condition’).			
PPC	? *paar, para-, parata	‘windy, windy season’	Mrt paras ‘rain that comes in due to the wind’; Wol parase ‘tradewind’; PuA panada ‘be windy, blow’; PCk ? *parata; Pon paar ‘year’, (nan)-par ‘trade wind season’.	Cf. PEO *avaRa (Geraghty 1988); PKb *avala; UAn *habaRat ‘west wind, monsoon’.		The PuA d instead of t is unexpected, as is the p instead of f in the Chuukic forms, so we may be dealing with a chain of loans here. See Marck (1994:311) Index PMc *para(ta).
PPC	*palúa1	‘navigator’	Chk pénú ‘n., art of navigation’, (é)-pénúwa ‘be a n. for (s.o.)’; Mrt paléw; Pul ppalú ‘n., learn navigation’; Crl palúw, palúwa-; Crn palú; Stw ppalú; Wol palúwe; Uli pelú; PuA panúa ‘trip, journey, to sail, navigate’; PCk *palúwa; Pon pali ‘navigational skill’.			Yap piluw ‘n., navigation’ is presumably a loan from a Chuukic source.
PPC	*palúa2	‘opposite, answer’	Chk ppénú, ppénúwa-(n) ‘o. number, opponent, dancing partner, his o. n.’, ppénú ‘to a., reply’, (é)-ppénúwa ‘a. him, pay him back’, ppénúwe-ni ‘a. him’; Mrt palú ‘a.’, palúwe-nɛ ‘a. him’; Pul ppalúw ‘fellow carrier (at opposite end of a carrying pole), opponent, antonym, to be o., be opponents’, ppalúwe-ni-(y) ‘a. him’; Crl palúwa-l ‘a. a question, be a pair, be paired’, palúwe-li ‘a. him’; Crn paliya-n ‘a. a question, be a pair’, paliye-ni ‘a. him’; Stw palúwa-n ‘a.’; Wol palúwe, palúwa-(le) ‘price, value, its p.’, palúwe-li-(i) ‘a. him, reply to him’, (ge)-palúweli-i-(ye), (ge)-ppalúwe-li-i-(ye) ‘oppose, be against, object to it’; PuA panúe-ni ‘pay, buy, give in return, sell’; PCk *palúa, palúa-ni-; Pon pɛliɛ ‘his counterpart, his opponent’, pɛlia-n ‘compete with (s.o.), be matched as a pair with (s.o.)’, pelia-li ‘to match in compition, be on opposing sides, be a member of a matched pair’; Mok palla-li, pɔllɔ ‘partner, opponent, his p.’	Cf. Yap piluw ‘its price, value, cost, pay, opposite, counterpart’.	See also PMc *pa- ‘side’.	
PPC	*pari, paripari	‘be trimmed, shaped’	Chk periper ‘be s., dressed (of wood), shape or dress’, peri-i-(y) ‘shape or dress it’; Wol pariperi ‘cut, slice’, pari-(i) ‘cut it, slice it’; PCk *pari; Pon par, pɛripɛr ‘to cut, trim, sharpen with any large cutting tool’.			
PPC	*paúdi	‘abandon, let drop’	Chk péwúti ‘leave, a., discard’; Pul payiti-ló ‘be lost, mislaid’; Wol peiti-i ‘let it fall, l. it d.’; PuA peiti ‘throw it away, d. it, get rid of it’; PCk *paúdi; Pon peyd-(la-kid) ‘careless with physical possessions, likely to loose or misplace belongings’; Mok peyd-(di) ‘to d. (s.t.)’, peyd-(la) ‘throw (s.t.) away’.		See also PMc *pau ‘hand, arm, wing’.	
PPC	*pede	‘shallow’	Chk ppet, petepeet, (á)-peppeet. (á)-petpeet; Mrt pet, petepet, pétepeet; Pul ppet, petepet; Crl ppett; Stw pet and petepete-(tá) ‘become s.’; Wol pete; PuA pete; PCk *pede; Pon pɛdɛpɛd; Mok pɔdpod.	Cf. Mrs péjpéj ‘s., superficial’; Ksr pasrpasr ‘s., without depth’. @Cf. also Kwa bala-a ‘shallow’.		Marck’s (1994:315) reconstruction of PPC *pese based on the Mrs form is open to question.
PPC	*pini, pinipini	‘twisted, entwined’	Chk ppin, pippin ‘be snarled, tangled’, ppini-n ‘snarling of (s.t.)’, (e)-ppini ‘make (it) tangled or snarled’; Mrt pinipin ‘braided, woven’; Pul ppin ‘be tangled’; Crl ppil ‘be tangled’, ppili-(ló) ‘be braided, plaited’, pili ‘to braid, plait, make into a garland’; Stw ppin ‘braided, tied, twisted (of hair, leis)’; Wol pilipili ‘to tie, twist (as in making rope), fold, lash’, pili-i ‘twist it, fold it, lash, make a garland by tying it’; PuA pini ‘to twist, rotate, turn’; PCk *pini, pinipini; Pon pinipin ‘closely twisted or curled, kinky’.	Cf. Mok piŋ ‘tangled’; Kir binoka ‘strands of coconut fiber for making twine, engage in twisting strands with the fingers’, binoka-a ‘twist (fibers) with the fingers to make twine’; Ksr pirak ‘braid, plait’, piraki ‘to braid, plait (s.t.)’.		
PPC	*pirafa	‘to steal’	Mrt púraf; Crl púraf, piraf ‘to s.’, púrafa, pirafa, purafa ‘to s. (s.t.)’; Stw púraf, pirifa; Wol pirafe ‘to s., rob’, pira-a ‘to rob s.o. of (s.t.)’; PuA piladú ‘to s.’, pila ‘to s. (s.t.)’; Sns pilafa; PCk *pirafa; Pon pirap, pirapa ‘to s., s. (s.t.)’; Png pirap, pirapá ‘s., s. (s.t.)’.	Cf. Ksr pisrapasr, pʌsr ‘to s.’, pisre ‘to s. (s.t.)’. @Cf. also Bug bilau ‘to s.’		The transitive forms in Wol and PuA are unexpected. 
PPC	*poroto	‘a wrasse fish’	Chk poro; Pul poorow, poorowú-(n) ‘w. f., w. f. of’; Crn poro; Wol poroso ‘a kind of f.’; PCk *poroto; Pon poros ‘f. sp.’, porosɛ-n mɛrɛr ‘f. sp.’ (mɛrɛr ‘wrasse’).	Cf. Mrs péw ‘wrasse’.		The initial po- is a problem here. 
PPC	*pwa-ki-da	‘because, why’	Chk pwo-ki-ta-; Pul pwe-ki-ta-, pwa-ŋi-ta-; Pon pwe-ki-da ‘why?’	Cf. PuA pwa me-ta ‘why’.	See also PMc *-Saa, mee-Saa ‘interrogative suffix’.	
PPC	*pwaŋa	‘weak, tired’	Chk (a)-pwaŋapwaŋ ‘weakness, be weak, without strength’, (wuwo)-pwaŋapwaŋ ‘be listless, making no effort’; Pul (ya)-pwaŋapwaŋ ‘be weak, feeble, slack’; Wol bbaŋe ‘to be unfit’; PCk *pwaŋa; Pon pwaŋ ‘tired, lazy’, (ka)-pwaŋ ‘tiresome, boring’; Mok pwɔŋ ‘fumble, be a fumbler’.	Cf. Mrs bwan, bwanbwan ‘unable, weak’; Kir bwana ‘discouraged, emaciated’, bwanabwana ‘doing s.t. in a perfunctory manner’.		
PPC	*pwara	‘pubic area’	Chk pwaar, pwara- ‘woman's pubic triangle’; PuA pwaar; Crl waar, bwara-; Wol baare, bera- ‘triangular shaped tattoo on woman's pubic triangle’; PCk *pwara; Pon pwɛrɛ ‘her lower abdomen’; Mok (poon) pwɔr ‘pubic area’.	Cf. Mrs bwaj ‘lower abdomen, triangular area, loins, pubis’. @Cf. Pon pwaar ‘hole for planting yams’, Aro bwara ‘empty’.	Cf. PMc *pwaro ‘box, hole’.	
PPC	*pwarúkú	‘kind of dance’	Chk pwérúk, pwérúkú- ‘dance’; Mrt pwarúk; Pul pwarúk; Crl bwarúgh, bwarúghú; Crn bwarúg; Wol barúgú; PuA pwalúkú; Pon pwɛrik.			Jackson (1986:229, fn. 4) reconstructs PCk *pwariku.
PPC	*pwiTi, pwiTi-ki-	‘opening’	Pul pwiih, pwihi-(n) ‘hole (perforation), o. (as of nostrils)’; Crl bwisi-ghi ‘to drill, make a hole in (s.t.)’; Wol bisibis ‘to open s.t. with liquid inside’, bisi-gi-i ‘open (s.t. with liquid inside)’, bisi-ŋegi ‘be opened (of s.t. with liquid inside)’; PCk *pwiTi, pwiTi-ki-; Pon pwisi-k ‘to pry out, to pry off (a nail or bottle cap)’.	Cf. Ksr pat ‘hole, perforation, aperture’, pʌtʌ ‘perforate (s.t.), pierce, punch open (a can)’.		
PPC	*pwuŋu	‘right, correct, as it should be’	Chk pwúúŋ, pwúŋu- ‘what is agreed on as right’, pwúŋ ‘be right, correct, proper’, pwúŋúpwúŋ ‘determine what is right’; Pul puuŋ (sic) ‘be correct, right’, puŋu-puŋ (sic) ‘to determine, plan, decide on’; Crl bwuŋ ‘be right, correct’; Wol búŋú ‘be right, correct’; PuA pwúŋú’ be right, correct, fit’; PCk *pwúŋú; Pon pwuuŋ ‘justice’, pwuŋ ‘be right, correct, just’; Mok pwuŋ ‘correct’, pwuŋ-ki ‘to agree with, to consent to (s.t.)’.	Cf. Mrs wiŋw ‘total a correct amount, come out even, complete, whole’.		
PPC	*pwure	‘a tree (Cananga odorata)’	Chk pwuur, pwure-(n); Pon pwuur ‘t. sp.’, pwure-nway, seyri-n-way ‘C. odorata’ (wai ‘foreigners’); Mok pwur ‘t. sp.’			The Chk form may be a loan from Pon.
PPC	*pwuro, pwuropwuro, pwuro-ti	‘drill a hole’	Chk pw uur, pw ure-(n) ‘anchoring or mooring stake carried by a canoe’, pwura, pwure-e-(y) ‘to plant (s.t.)’, pwpwur ‘be planted’, pwure-ni ‘to anchor or moor (a boat) with a mooring stake’; Pul puroopur (sic) ‘d. for making holes in turtle shell’; Crl bwura ‘to bore holes in (wood), make holes in (the ground)’; Wol buroburo ‘to d., drilling’, buro-(o) ‘d. it’; PuA pwulo ‘to d., to d. a hole in (s.t.)’; PCk *pwur[ao], pwuropwur[ao]; Pon pwuropwur ‘d. a hole’, pwurɛ ‘d. a hole in (s.t.)’; Mok pwur ‘to turn’, pwuropwur ‘to spin, be dizzy’, pwuro-j ‘to turn, spin (s.t.)’.	Cf. POc *buro-s; Aro buro ‘turn round and revolve from right to left’, buro-si ‘to twist, roll (s.t.)’; Kwa bulo, bulo-si-(a) ‘to turn’; PKb *pulo ‘twist, turn’. @Cf. also Fij vulo, vulo-ca ‘twist a thread on the knee’; UAn *pules ‘twist’.		
PPC	*ramaki	‘Scaevola tree’	Stw remak ‘S. t.’; Wol remagi ‘kind of strand t.’; PCk *r[ae]maki; Pon rɛmɛk ‘t. sp.’; Mok rɔmɔk ‘S. t.’			
PPC	*rata	‘cleared land’	Chk raas, rase-(n) ‘trace, spoor, tracks, remains, mark of s.t. that passed by, t. of’, rase-e-(y) ‘clear or prepare it (a site, as for house or garden)’, (wii)-rase-(n móówun) ‘field of battle’; Mrt raas, rasa-(n) ‘c. l., c. l. of’; Pul raah, rahá-(n) ‘site (as for house or cult), site of’; Stw raas ‘c. l.’; Wol raate, reta-(li) ‘field, a clear section of l., f. of’; PCk *raata, rata-; Pon raas ‘place of the earth oven, small stones used for making an earth oven’.	Note also Crl raas, rase-(l) and Crn raah ‘hole for preserved breadfruit’. @Cf. Fij drata ‘grassless (of ground)’; Bug rata ‘a grove, plantation of nut trees’; UAn *DataR ‘flat, even’.		Marck (1994:322) reconstructs PMc *rata by adding Kir ata ‘broad as a mat or cloth, width of land’ to this set of forms.
PPC	*ree-	‘in regard to, on behalf of, at’	Chk ree- ‘on account of, on behalf of, at home of, because of, by, concerning (with poss. prn.)’; Pul ree- ‘with, to, about, concerning, because of, due to’; Crl ree- ‘at, for, with, by, because of’; Wol ree- ‘at, in, with, for, to, upon, on’; Uli (i)ree- ‘at’; PCk *ree-; Pon rɛɛ- ‘location of (him/her, it)’.	Cf. PuA (i)-yolo- ‘place, at, with’; Kir (i)-rou- ‘with, by’.		
PPC	*riciŋa	‘gate, door that may be opened or closed’	Chk richiŋ ‘gateway to the abode of the sky gods’; Wol rishiŋe ‘wall of a house’; PCk *riciŋa; Pon ritiŋ ‘to open or close anything hinged or attached (as a door or a window)’.		Cf. PCk *riciŋa ‘a fish’.	
PPC	*tafaŋa	‘a tree, Callophyllum inophyllum’	Crl safaŋ, sefaŋ ‘flower of Alexandrian laurel’; Stw sefaŋ ‘C. i.’; Wol sefaŋe ‘mahogany tree, kamani tree’; PCk *tafaŋa; Png sepaŋ ‘C. i.’			
PPC	*taka, taka-ni	‘stomach, have stomach for’	Chk saa, saa-(n) ‘abdomen, belly, her a.’; Pul haa-(n) ‘his s., character, feelings’; Wol saaga, sega-(le) ‘s., belly, his s.’, sega-li-(i) ‘to remember it (in the s.)’; PCk * [tT]aka, [tT]aka-ni-; Pon saak ‘food (honorific)’, sak ‘to eat’, saka-n ‘to eat (s.t.)’.		Cf. PCMc *taa, taa-ni ‘to like, be fond’, PMc *tia ‘stomach, belly, abdomen’, PCk *daa ‘intestine’.	
PPC	*talee-ŋi	‘to face’	Chk senee- (with dir. suffixes) ‘f. (in given direction)’, senee-ŋ ‘be bare, exposed, uncovered’; Pul helee-ŋ ‘to lie or be face-up, top-side-up’; Crl selee-ŋ ‘be open, exposed’; Crn halee-ŋ ‘be open, exposed’; Wol selee-ŋi ‘to f. up toward the sky’; PCk ? *talee-, talee-gi; Pon salɛɛ-ŋ ‘to f. (s.t.)’.			
PPC	*tare	‘ended, finished’	Chk sár, sássár ‘be over, e,, f.’, sári-(n) ‘his being f.’; Crl sár ‘to end (of a gathering, meeting, performance’, sere-(l) ‘e. of’; Crn har; Wol tare ‘to stop’; PCk *tare; Pon sara-(da) ‘to cease’.			
PPC	*tari-fi	‘to root and search’	Chk sári-fi ‘open (a box), lift (a lid), raise (a curtain or mosquito net)’; Pon sɛnsɛr ‘to r. while looking for s.t., to scratch, as chickens’, sɛri-(di) ‘to bury’, sari-p ‘to r. (s.t.) while looking’, sari-pi-(di) ‘to bury (s.t.)’; Mok jɔjjɔr ‘to dig’, jari-pw ‘to dig (s.t.)’.			
PPC	*tawaa, ka-tawaa	‘to break, crack, hatch an egg’	Mrt a-sewaa-(y) ‘to c. (a coconut)’; Pul ya-ssewa ‘to h.’ (Bender et al. 1984); Crl ssowa ‘b., b. open (of waves on the reef or a sore on the skin)’, a-ssowa ‘to h. (an egg)’, a-ssowaa-(ló) ‘be hatched’; Crn ssawa ‘b., b. open (of waves on the reef or a sore on the skin)’; Wol tewaa ‘be broken, cracked (as an egg), smashed’, ga-tewaa-li-(i) ‘to h. (an egg)’; PuA ka-ttawa ‘to h.’; PCk *ttawaa, ka-ttawaa; Pon sawa ‘to be broken (of anything containing liquid, granular objects, or gas), to b. (of waves)’, kasawa ‘to h. (of an egg)’.	Cf. Ksr sam ‘to h. (of an egg)’, sawe ‘to h. (an egg)’.		
